97,1,1154,932,406,149,1,1,1
98,1,1072,913,311,168,1,1,1
99,1,978,896,285,185,1,1,1
100,1,943,879,212,202,1,1,1
101,1,866,913,220,168,1,1,1
102,1,849,907,189,174,1,1,1
103,1,767,921,212,160,1,1,1
104,1,738,881,162,200,1,1,1
105,1,722,894,195,187,1,1,1
106,1,761,857,167,224,1,1,1
107,1,753,901,203,180,1,1,1
108,1,719,811,254,270,1,1,1
109,1,684,734,302,347,1,1,1
110,1,782,670,342,346,1,1,1
111,1,954,522,352,353,1,1,1
112,1,1041,428,476,346,1,1,1
113,1,1163,353,401,437,1,1,1
114,1,1132,402,385,437,1,1,1
115,1,1062,398,357,452,1,1,1
116,1,958,387,367,455,1,1,1
117,1,898,406,297,493,1,1,1
118,1,794,399,331,491,1,1,1
119,1,715,372,285,496,1,1,1
120,1,549,393,300,529,1,1,1
121,1,410,393,353,471,1,1,1
122,1,305,368,421,497,1,1,1
123,1,224,391,399,470,1,1,1
124,1,203,420,479,359,1,1,1
125,1,121,462,462,321,1,1,1
126,1,10,489,493,377,1,1,1
127,1,15,462,360,353,1,1,1
128,1,1,527,288,259,1,1,1
151,2,243,773,299,308,1,1,1
152,2,410,606,426,475,1,1,1
153,2,746,533,413,468,1,1,1
154,2,1087,433,545,387,1,1,1
155,2,1181,428,715,309,1,1,1
156,2,1186,430,735,310,1,1,1
157,2,1269,423,652,317,1,1,1
158,2,1256,470,665,262,1,1,1
159,2,1248,472,666,250,1,1,1
160,2,1223,433,595,310,1,1,1
161,2,1150,447,527,312,1,1,1
162,2,1018,451,554,308,1,1,1
163,2,862,469,540,295,1,1,1
164,2,662,433,482,406,1,1,1
165,2,380,502,496,348,1,1,1
166,2,83,472,537,370,1,1,1
167,2,2,420,574,363,1,1,1
168,2,11,451,458,323,1,1,1
169,2,4,472,420,335,1,1,1
170,2,7,408,394,375,1,1,1
171,2,2,506,382,366,1,1,1
172,2,8,582,386,279,1,1,1
173,2,7,642,362,339,1,1,1
174,2,1,664,361,384,1,1,1
175,2,6,568,344,416,1,1,1
176,2,4,609,292,312,1,1,1
