45,1,1296,918,363,163,1,1,1
46,1,1116,907,421,174,1,1,1
47,1,937,898,384,182,1,1,1
48,1,922,871,254,192,1,1,1
49,1,817,896,314,185,1,1,1
50,1,787,785,277,294,1,1,1
51,1,968,604,345,355,1,1,1
52,1,1124,432,463,343,1,1,1
53,1,1027,454,358,355,1,1,1
54,1,684,409,406,449,1,1,1
55,1,262,423,470,491,1,1,1
56,1,17,477,450,368,1,1,1
61,2,820,713,364,368,1,1,1
62,2,939,424,854,359,1,1,1
63,2,1004,360,813,377,1,1,1
64,2,1095,379,687,394,1,1,1
65,2,1111,491,570,323,1,1,1
66,2,997,434,600,354,1,1,1
67,2,601,393,547,431,1,1,1
68,2,100,461,567,425,1,1,1
69,2,17,574,542,299,1,1,1
70,2,11,624,493,368,1,1,1
71,2,11,542,429,379,1,1,1
72,2,1,402,504,406,1,1,1
73,2,1,382,515,377,1,1,1
74,2,7,393,516,464,1,1,1
75,2,4,365,388,420,1,1,1
76,2,1,365,388,401,1,1,1
77,2,6,414,478,349,1,1,1
78,2,13,520,256,213,1,1,1
71,3,359,906,237,175,1,1,1
72,3,338,667,369,329,1,1,1
73,3,686,506,477,369,1,1,1
74,3,763,405,454,392,1,1,1
75,3,375,407,468,378,1,1,1
76,3,346,417,365,350,1,1,1
77,3,606,507,288,334,1,1,1
78,3,926,413,563,328,1,1,1
79,3,1100,437,654,296,1,1,1
80,3,1117,399,419,346,1,1,1
81,3,772,397,440,366,1,1,1
82,3,417,403,414,385,1,1,1
83,3,234,444,397,327,1,1,1
84,3,177,514,491,344,1,1,1
85,3,115,533,438,338,1,1,1
86,3,36,376,369,339,1,1,1
87,3,11,502,394,279,1,1,1
88,3,15,352,398,425,1,1,1
89,3,3,507,404,313,1,1,1
90,3,8,358,327,438,1,1,1
91,3,7,362,351,487,1,1,1
92,3,11,549,368,259,1,1,1
93,3,12,489,367,361,1,1,1
109,4,4,860,317,221,1,1,1
110,4,4,728,324,322,1,1,1
111,4,8,466,308,526,1,1,1
112,4,8,589,315,362,1,1,1
113,4,8,689,334,274,1,1,1
114,4,12,689,292,370,1,1,1
115,4,10,926,310,155,1,1,1
114,5,5,564,240,195,1,1,1
115,5,1,614,330,272,1,1,1
116,5,11,642,462,268,1,1,1
117,5,7,651,464,263,1,1,1
118,5,8,643,453,279,1,1,1
119,5,76,607,435,311,1,1,1
120,5,387,343,492,453,1,1,1
121,5,308,482,402,303,1,1,1
122,5,380,416,567,365,1,1,1
123,5,460,433,354,359,1,1,1
124,5,711,481,526,286,1,1,1
125,5,713,400,631,328,1,1,1
126,5,697,326,472,418,1,1,1
127,5,635,324,374,461,1,1,1
128,5,421,349,428,428,1,1,1
129,5,228,398,438,411,1,1,1
130,5,149,394,453,411,1,1,1
131,5,153,523,461,365,1,1,1
132,5,124,571,422,362,1,1,1
133,5,128,403,490,408,1,1,1
134,5,138,640,511,332,1,1,1
135,5,113,563,506,448,1,1,1
136,5,135,565,426,412,1,1,1
137,5,71,461,413,340,1,1,1
138,5,49,437,473,351,1,1,1
139,5,44,476,437,395,1,1,1
140,5,48,527,532,308,1,1,1
141,5,68,488,512,340,1,1,1
142,5,207,389,507,382,1,1,1
143,5,173,436,546,326,1,1,1
144,5,187,437,552,352,1,1,1
145,5,206,364,566,381,1,1,1
146,5,206,351,557,394,1,1,1
147,5,240,364,547,381,1,1,1
148,5,72,392,559,401,1,1,1
149,5,153,418,448,375,1,1,1
150,5,149,427,514,366,1,1,1
151,5,143,379,482,366,1,1,1
152,5,142,422,495,371,1,1,1
153,5,35,410,550,433,1,1,1
154,5,9,556,518,328,1,1,1
155,5,32,554,489,315,1,1,1
156,5,22,533,486,328,1,1,1
157,5,22,570,462,304,1,1,1
158,5,25,560,339,294,1,1,1
159,5,6,414,439,372,1,1,1
160,5,1,615,358,374,1,1,1
120,6,1144,875,492,206,1,1,1
121,6,926,802,387,279,1,1,1
122,6,563,747,445,334,1,1,1
123,6,294,775,475,306,1,1,1
124,6,162,671,471,396,1,1,1
125,6,108,382,573,444,1,1,1
126,6,17,425,508,358,1,1,1
127,6,1,456,420,320,1,1,1
128,6,8,391,368,377,1,1,1
129,6,1,560,236,257,1,1,1
128,7,1105,892,471,189,1,1,1
129,7,937,886,348,195,1,1,1
130,7,865,728,404,347,1,1,1
131,7,1142,420,403,390,1,1,1
132,7,1161,380,593,331,1,1,1
133,7,1169,371,604,342,1,1,1
134,7,1188,444,640,319,1,1,1
135,7,1183,418,458,404,1,1,1
136,7,1185,465,447,367,1,1,1
137,7,1156,384,405,487,1,1,1
138,7,1017,378,417,502,1,1,1
139,7,817,465,461,539,1,1,1
140,7,663,442,409,496,1,1,1
141,7,626,592,420,354,1,1,1
142,7,592,638,354,377,1,1,1
143,7,493,667,356,400,1,1,1
144,7,530,687,313,394,1,1,1
145,7,459,698,409,377,1,1,1
146,7,456,703,417,372,1,1,1
147,7,517,671,392,410,1,1,1
148,7,483,655,379,391,1,1,1
149,7,438,657,424,389,1,1,1
150,7,412,644,405,376,1,1,1
151,7,407,660,366,383,1,1,1
152,7,409,688,316,357,1,1,1
153,7,444,719,383,357,1,1,1
154,7,505,705,357,342,1,1,1
155,7,464,724,316,357,1,1,1
156,7,369,801,312,280,1,1,1
157,7,120,880,394,201,1,1,1
158,7,1,865,202,201,1,1,1
144,8,826,812,337,269,1,1,1
145,8,985,733,388,348,1,1,1
146,8,960,737,414,344,1,1,1
147,8,965,738,413,343,1,1,1
148,8,1094,516,408,365,1,1,1
149,8,1126,393,592,371,1,1,1
150,8,1128,279,565,468,1,1,1
151,8,1133,251,541,528,1,1,1
152,8,1147,422,538,353,1,1,1
153,8,1343,510,316,320,1,1,1
154,8,1216,486,390,375,1,1,1
155,8,1085,601,525,262,1,1,1
156,8,1236,608,264,349,1,1,1
157,8,896,485,344,466,1,1,1
158,8,796,487,290,458,1,1,1
159,8,710,620,342,347,1,1,1
160,8,702,483,348,480,1,1,1
161,8,477,486,316,510,1,1,1
162,8,82,595,501,342,1,1,1
163,8,4,763,266,221,1,1,1
146,9,1367,947,243,134,1,1,1
147,9,1309,907,222,174,1,1,1
148,9,1180,915,268,166,1,1,1
149,9,1075,828,255,224,1,1,1
150,9,998,733,219,204,1,1,1
151,9,900,787,193,220,1,1,1
152,9,680,939,175,137,1,1,1
153,10,919,913,291,168,1,1,1
154,11,113,926,231,155,1,1,1
155,11,228,926,210,149,1,1,1
156,11,10,872,238,146,1,1,1
155,11,1272,920,353,161,1,1,1
156,11,1079,911,424,170,1,1,1
157,11,1261,413,486,406,1,1,1
158,11,1268,402,496,351,1,1,1
159,11,1266,464,380,342,1,1,1
160,11,1127,329,483,447,1,1,1
161,11,1131,491,426,295,1,1,1
162,11,1078,526,457,321,1,1,1
163,11,1093,535,457,282,1,1,1
164,11,1078,321,504,421,1,1,1
165,11,949,385,652,389,1,1,1
166,11,656,490,597,363,1,1,1
167,11,386,485,456,405,1,1,1
168,11,291,398,432,397,1,1,1
169,11,306,462,470,385,1,1,1
170,11,427,577,347,362,1,1,1
171,11,421,575,359,379,1,1,1
172,11,376,582,391,380,1,1,1
173,11,276,368,410,468,1,1,1
174,11,254,396,415,451,1,1,1
175,11,148,426,412,412,1,1,1
176,11,1,423,433,426,1,1,1
177,11,1,622,266,353,1,1,1
166,11,72,680,298,190,1,1,1
169,11,502,849,199,182,1,1,1
170,11,825,935,216,146,1,1,1
171,11,1131,947,178,134,1,1,1
172,11,1161,956,203,125,1,1,1
173,11,1152,917,289,164,1,1,1
174,11,1338,928,246,153,1,1,1
175,11,1334,917,223,164,1,1,1
176,11,1163,935,229,146,1,1,1
177,11,746,982,263,99,1,1,1
178,11,402,932,237,149,1,1,1
179,11,17,795,321,242,1,1,1
181,11,167,952,352,129,1,1,1
182,11,282,716,460,365,1,1,1
183,11,587,492,616,404,1,1,1
184,11,502,579,428,450,1,1,1
185,11,68,642,541,432,1,1,1
186,11,4,637,276,317,1,1,1
