75,1,1176,781,341,300,1,1,1
76,1,1137,820,353,261,1,1,1
77,1,1176,886,148,195,1,1,1
78,1,1180,879,147,202,1,1,1
79,1,1167,862,158,219,1,1,1
80,1,1101,861,374,220,1,1,1
81,1,1045,847,425,234,1,1,1
82,1,1016,760,451,321,1,1,1
83,1,974,619,377,462,1,1,1
84,1,952,657,391,424,1,1,1
85,1,933,711,365,370,1,1,1
86,1,898,711,397,370,1,1,1
87,1,947,688,357,393,1,1,1
88,1,1004,719,388,362,1,1,1
89,1,948,680,409,401,1,1,1
90,1,906,599,395,482,1,1,1
91,1,911,628,343,453,1,1,1
92,1,900,628,346,453,1,1,1
93,1,885,657,359,424,1,1,1
94,1,872,696,373,385,1,1,1
95,1,849,674,391,407,1,1,1
96,1,888,616,358,465,1,1,1
97,1,855,655,552,426,1,1,1
98,1,964,676,564,405,1,1,1
99,1,945,700,553,363,1,1,1
100,1,945,699,540,373,1,1,1
101,1,951,700,553,375,1,1,1
102,1,968,680,425,392,1,1,1
103,1,913,670,510,409,1,1,1
104,1,940,707,513,372,1,1,1
105,1,917,689,549,392,1,1,1
106,1,902,714,361,367,1,1,1
107,1,911,709,384,372,1,1,1
108,1,881,706,443,375,1,1,1
109,1,849,808,389,273,1,1,1
110,1,812,913,393,168,1,1,1
111,1,843,947,403,134,1,1,1
112,1,894,826,366,255,1,1,1
113,1,840,608,401,473,1,1,1
114,1,843,617,333,433,1,1,1
115,1,830,589,411,470,1,1,1
116,1,760,585,406,495,1,1,1
117,1,677,578,379,486,1,1,1
118,1,692,631,323,450,1,1,1
119,1,697,655,365,426,1,1,1
120,1,695,659,374,422,1,1,1
121,1,677,657,308,424,1,1,1
122,1,614,627,360,437,1,1,1
123,1,583,608,366,414,1,1,1
124,1,539,608,416,392,1,1,1
125,1,535,621,395,399,1,1,1
126,1,473,616,382,465,1,1,1
127,1,478,597,341,484,1,1,1
128,1,443,576,391,505,1,1,1
129,1,420,525,422,542,1,1,1
130,1,417,707,428,374,1,1,1
131,1,583,804,308,277,1,1,1
132,1,650,926,260,155,1,1,1
124,2,1102,837,376,244,1,1,1
125,2,1062,804,425,277,1,1,1
126,2,1077,809,371,272,1,1,1
127,2,1043,817,386,264,1,1,1
128,2,1071,857,288,224,1,1,1
129,2,1035,818,352,263,1,1,1
130,2,1013,807,355,274,1,1,1
131,2,997,788,315,293,1,1,1
132,2,917,748,346,333,1,1,1
133,2,827,691,372,378,1,1,1
134,2,636,702,399,378,1,1,1
135,2,492,809,596,272,1,1,1
136,2,500,812,503,269,1,1,1
137,2,593,777,395,304,1,1,1
138,2,486,683,405,398,1,1,1
139,2,371,713,388,368,1,1,1
140,2,411,630,378,399,1,1,1
141,2,401,680,390,379,1,1,1
142,2,392,555,424,471,1,1,1
143,2,424,649,373,423,1,1,1
144,2,448,745,357,330,1,1,1
145,2,459,729,349,327,1,1,1
146,2,432,590,423,447,1,1,1
147,2,481,627,346,407,1,1,1
148,2,448,544,363,448,1,1,1
149,2,432,587,354,388,1,1,1
150,2,357,621,399,322,1,1,1
151,2,285,638,520,302,1,1,1
152,2,237,654,549,361,1,1,1
153,2,309,590,447,491,1,1,1
154,2,315,549,452,515,1,1,1
155,2,341,779,461,285,1,1,1
156,2,542,860,266,221,1,1,1
137,3,1099,801,471,280,1,1,1
138,3,1024,737,477,344,1,1,1
139,3,1137,846,436,235,1,1,1
140,3,1062,820,472,261,1,1,1
141,3,990,729,399,346,1,1,1
142,3,1016,726,416,343,1,1,1
143,3,1046,771,587,310,1,1,1
144,3,1054,768,616,313,1,1,1
