27,1,1088,911,408,170,1,1,1
28,1,1069,807,443,274,1,1,1
29,1,1027,812,500,269,1,1,1
30,1,1042,805,394,276,1,1,1
31,1,1037,817,377,264,1,1,1
32,1,955,849,362,232,1,1,1
33,1,870,858,365,223,1,1,1
34,1,861,866,392,215,1,1,1
35,1,891,853,241,228,1,1,1
36,1,869,839,286,242,1,1,1
37,1,911,828,329,253,1,1,1
38,1,909,841,332,240,1,1,1
39,1,917,832,354,249,1,1,1
40,1,1013,854,327,227,1,1,1
41,1,1034,780,430,301,1,1,1
42,1,1101,688,386,391,1,1,1
43,1,1082,676,400,361,1,1,1
44,1,1087,713,369,347,1,1,1
45,1,1087,709,379,365,1,1,1
46,1,1104,585,332,475,1,1,1
47,1,1092,590,344,459,1,1,1
48,1,1054,832,390,249,1,1,1
49,1,1026,804,332,277,1,1,1
50,1,1004,802,308,279,1,1,1
51,1,975,826,345,255,1,1,1
52,1,959,839,300,242,1,1,1
53,1,926,845,215,236,1,1,1
54,1,903,834,219,247,1,1,1
55,1,896,831,353,250,1,1,1
56,1,812,851,442,230,1,1,1
57,1,730,854,568,227,1,1,1
58,1,903,813,349,268,1,1,1
59,1,906,748,295,333,1,1,1
60,1,944,834,370,247,1,1,1
61,1,926,800,353,281,1,1,1
62,1,860,790,317,291,1,1,1
63,1,800,717,321,364,1,1,1
64,1,704,694,345,362,1,1,1
65,1,515,668,417,371,1,1,1
66,1,439,636,357,323,1,1,1
67,1,344,601,373,313,1,1,1
68,1,222,598,411,319,1,1,1
69,1,209,616,401,302,1,1,1
70,1,219,619,338,290,1,1,1
71,1,194,608,390,306,1,1,1
72,1,199,625,380,285,1,1,1
73,1,151,601,446,330,1,1,1
74,1,200,589,420,380,1,1,1
75,1,203,594,430,395,1,1,1
76,1,217,764,434,310,1,1,1
77,1,169,906,474,168,1,1,1
78,1,124,913,394,168,1,1,1
79,1,101,958,328,123,1,1,1
80,1,17,952,358,129,1,1,1
74,2,1140,921,492,160,1,1,1
75,2,1071,767,405,314,1,1,1
76,2,1058,753,453,328,1,1,1
77,2,1033,767,479,314,1,1,1
78,2,911,715,506,366,1,1,1
79,2,914,747,469,334,1,1,1
80,2,979,768,418,313,1,1,1
81,2,1046,767,447,313,1,1,1
82,2,918,733,584,348,1,1,1
83,2,764,601,680,462,1,1,1
84,2,793,638,490,443,1,1,1
85,2,885,726,357,355,1,1,1
86,2,971,862,344,219,1,1,1
87,2,958,850,309,231,1,1,1
92,3,939,672,380,409,1,1,1
93,3,971,602,327,479,1,1,1
94,3,924,672,401,409,1,1,1
95,3,808,664,415,417,1,1,1
96,3,732,608,374,473,1,1,1
97,3,734,589,377,492,1,1,1
98,3,706,613,449,468,1,1,1
